Issue key,Issue id,Parent id,Custom field (Epic Link),Status,Custom field (Execution Status),Work Ratio,Due Date,Summary,Original Estimate,Time Spent,Assignee,Custom field (Budget),Custom field (Product),Sprint,Sprint,Creator,Custom field (Teams),Custom field (Teams)
DEVOPS-567,66954,,DEVOPS-565,Closed,As Planned,2%,30/06/2024 00:00,318 - check relevant Infrastructure sizes and required space for migration plan.,288000,7200,andreyl,P271 - CPB Upkeep Computational (CPB),,6/1/24,,morank,DevOps,
DEVOPS-566,66953,,DEVOPS-429,Closed,As Planned,6%,13/06/2024 00:00,install 2 switches from mobileye in 318 and check performances.,115200,7200,andreyl,P271 - CPB Upkeep Computational (CPB),,6/1/24,,morank,,
DEVOPS-564,66945,,DEVOPS-431,Closed,As Planned,100%,13/06/2024 00:00,GCP-chempass api - EPROTO error,28800,28800,morank,P279 - CPB projects Computational (CPB),,6/1/24,,morank,DevOps,
DEVOPS-561,66918,,DEVOPS-428,Closed,,100%,25/02/2024 00:00,P402 - Casterra,57600,57600,andreyl,P402 - Casterra Generator,,2/1/24,,drorf,DevOps,
DEVOPS-560,66917,,DEVOPS-428,Closed,,100%,25/02/2024 00:00,OOO- DEVOPS - FEB,230400,230400,andreyl,P000 - Out Of Office,,2/1/24,,drorf,DevOps,
DEVOPS-552,66815,,AGPI-69,Closed,As Planned,50%,29/05/2024 00:00,create vm under Agplenus project (GCP),28800,14400,morank,P21 - agPlenus Tech (AgPlenus),,5/1/24,,morank,,
DEVOPS-551,66814,,AGPI-69,Closed,As Planned,0%,27/05/2024 00:00,Upload new VM image (VMDK) to GC Bucket,28800,0,taln,P21 - agPlenus Tech (AgPlenus),,5/1/24,,morank,,
DEVOPS-550,66805,,AGPI-69,Closed,As Planned,25%,28/05/2024 00:00,Create Schrodinger VM ,57600,14400,andreyl,P21 - agPlenus Tech (AgPlenus),,5/1/24,,morank,,
DEVOPS-549,66804,,AGPI-69,Closed,As Planned,30%,26/05/2024 00:00,download Schrodinger 2024-2,14400,4320,robertoo,P21 - agPlenus Tech (AgPlenus),,5/1/24,,morank,,
DEVOPS-527,66734,,DEVOPS-526,Closed,As Planned,100%,02/05/2024 00:00, download Schrodinger 2024-1,3600,3600,robertoo,P279 - CPB projects Computational (CPB),,5/1/24,,morank,,
DEVOPS-504,66580,,DEVOPS-429,Closed,As Planned,,11/04/2024 00:00,add alerts for ff and casterra,,10800,morank,P271 - CPB Upkeep Computational (CPB),,7/1/24,,morank,DevOps,
DEVOPS-475,66203,,DEVOPS-429,Closed,,,10/03/2024 00:00,install openbabel module in chemdatahub project,,3600,morank,P271 - CPB Upkeep Computational (CPB),ChemPass,3/1/24,,morank,,
DEVOPS-473,66100,,DEVOPS-432,Closed,,100%,14/03/2024 00:00,HPC- Install relevant drivers to support worker9 GPU,14400,14400,morank,P271 - CPB Upkeep Computational (CPB),,3/1/24,,morank,,
DEVOPS-471,65801,,DEVOPS-429,Closed,,,04/03/2024 00:00,run Jupyter locally on a container,,,vladz,P271 - CPB Upkeep Computational (CPB),,3/1/24,,morank,,
DEVOPS-468,65703,,DEVOPS-428,Closed,,,31/03/2024 00:00,copy data from ip to cpb and close storage,,0,morank,P265 - Product- MB (Microboost),,3/1/24,,taln,,
DEVOPS-467,65606,,,Closed,,,29/02/2024 00:00,Remove phyletic API deployment from canonic,,3600,morank,P271 - CPB Upkeep Computational (CPB),,3/1/24,,morank,,
DEVOPS-465,65503,,,Closed,,,29/02/2024 00:00,new tool - data_cleaner,,,morank,P271 - CPB Upkeep Computational (CPB),,3/1/24,,taln,,
DEVOPS-464,65502,,DEVOPS-429,Closed,,100%,28/02/2024 00:00,IP Removal,658080,658080,morank,P271 - CPB Upkeep Computational (CPB),,3/1/24,,morank,,
DEVOPS-463,65101,,DEVOPS-428,Closed,,100%,25/02/2024 00:00,migrate /evogene from deep1 to node5,460800,460800,andreyl,P271 - CPB Upkeep Computational (CPB),,2/1/24,,morank,DevOps,
CPB-1553,67495,,,Closed,As Planned,800%,30/06/2024 00:00,OOO - ALGO - Aug2024,115200,921600,robertoo,P000 - Out Of Office,ChemPass,8/1/24,,robertoo,Algo,
CPB-1547,67425,,,Closed,,100%,31/08/2024 00:00,Dev support (Neria) - Aug,57600,57600,nerias,P997-271 - Upkeep Computational ,CPB,8/1/24,,duduz,Dev,
CPB-1546,67346,,CPB-1263,Closed,,75%,31/08/2024 00:00,Dev support (Noam) - Aug,86400,64800,noama,P271 - CPB Upkeep Computational (CPB),CPB,8/1/24,,duduz,Dev,
CPB-1545,67340,,,Closed,As Planned,0%,31/08/2024 00:00,alphafold,7200,,michala,P271 - CPB Upkeep Computational (CPB),CPB,8/1/24,,gala,Bio-Info,
CPB-1544,67320,,,Closed,As Planned,100%,31/08/2024 00:00,Integrate IGV GoGenome changes on Vue3,28800,28800,duduz,P271 - CPB Upkeep Computational (CPB),CPB,8/1/24,,duduz,Dev,
CPB-1543,67300,,CPB-1326,Closed,,0%,15/08/2024 00:00,Check the ChemPass applications that use DB APIs .Aug24,28800,,hamutal.e,P279 - CPB projects Computational (CPB),ChemPass,8/1/24,,hamutal.e,Algo,Product
CPB-1542,67295,,,Closed,As Planned,,31/08/2024 00:00,OOO Aug,,28800,michala,P000 - Out Of Office,CPB,8/1/24,,gala,Bio-Info,
CPB-1541,67294,,,Closed,As Planned,,31/08/2024 00:00,OOO Aug,,244800,gala,P000 - Out Of Office,CPB,8/1/24,,gala,Bio-Info,
CPB-1540,67293,,,Closed,As Planned,,31/08/2024 00:00,OOO Aug,,259200,iliab,P000 - Out Of Office,CPB,8/1/24,,gala,Bio-Info,
CPB-1539,67292,,,Closed,As Planned,,31/08/2024 00:00,OOO Aug,,172800,markb,P000 - Out Of Office,CPB,8/1/24,,gala,Bio-Info,
CPB-1537,67289,,,Closed,As Planned,104%,31/08/2024 00:00,Rewrite BED files creation to APIs and Airflow,144000,151200,noama,P295 - GCP MIGRATION (CPB),CPB,8/1/24,,duduz,Dev,
CPB-1536,67274,,CPB-1269,Closed,Delay - Effort,233%,15/08/2024 00:00,Run the PhaseDBs compression DAG on the resulting PhaseDBs from the full DB update - Aug 2024- Cloned,86400,201600,robertoo,P279 - CPB projects Computational (CPB),ChemPass,8/1/24,,robertoo,Algo,
CPB-1535,67273,,CPB-1271,Closed,Delay - Duration,166%,15/08/2024 00:00,"Copy the process mechanism (stages 1, 3, 4.a) to accommodate the data from AgPlenus - Aug 2024",86400,144000,robertoo,P279 - CPB projects Computational (CPB),CPB,8/1/24,,robertoo,Algo,
CPB-1533,67269,,,Closed,As Planned,0%,31/08/2024 00:00,refseq update- Aug,57600,60,iliab,P271 - CPB Upkeep Computational (CPB),CPB,8/1/24,,gala,Bio-Info,
CPB-1532,67260,,CPB-1097,Closed,As Planned,,31/08/2024 00:00,OOO - Neria - Aug,,86400,nerias,P000 - Out Of Office,CPB,8/1/24,,duduz,Dev,
CPB-1531,67259,,CPB-1097,Closed,As Planned,,31/08/2024 00:00,OOO - Noam - Aug,,57600,noama,P000 - Out Of Office,CPB,8/1/24,,duduz,Dev,
CPB-1530,67258,,CPB-1097,Closed,As Planned,,31/08/2024 00:00,OOO - Dudu- Aug,,230400,duduz,P000 - Out Of Office,CPB,8/1/24,,duduz,Dev,
CPB-1529,67257,,CPB-1361,Closed,As Planned,102%,30/08/2024 00:00,Vue3 - Neighborhood view - Aug,144000,147600,nerias,P271 - CPB Upkeep Computational (CPB),CPB,8/1/24,,duduz,Dev,
CPB-1528,67236,,,Closed,As Planned,50%,31/07/2024 00:00,refseq update,57600,28800,iliab,P271 - CPB Upkeep Computational (CPB),CPB,7/1/24,,gala,Bio-Info,
CPB-1526,67211,,DEVOPS-571,Closed,As Planned,50%,28/08/2024 00:00,Confuter- GCP,144000,72000,michala,P279 - CPB projects Computational (CPB),CPB,8/1/24,,drorf,Bio-Info,
CPB-1525,67210,,,Closed,As Planned,,31/07/2024 00:00,upkeep,,64800,gala,P271 - CPB Upkeep Computational (CPB),CPB,7/1/24,,gala,Bio-Info,
CPB-1523,67208,,CPB-1269,Closed,As Planned,166%,31/07/2024 00:00,Run the PhaseDBs compression DAG on the resulting PhaseDBs from the full DB update,86400,144000,robertoo,P279 - CPB projects Computational (CPB),ChemPass,7/1/24,,robertoo,Algo,
CPB-1522,67204,,CPB-1326,Closed,,0%,31/07/2024 00:00,Check the ChemPass applications that use DB APIs ,28800,,hamutal.e,P279 - CPB projects Computational (CPB),ChemPass,7/1/24,,robertoo,Algo,Product
CPB-1520,67188,,DEVOPS-571,Closed,As Planned,75%,31/07/2024 00:00,Confuter- GCP,115200,86400,michala,P279 - CPB projects Computational (CPB),CPB,7/1/24,,gala,Bio-Info,
CPB-1519,67184,,CPB-1269,Closed,,100%,14/07/2024 00:00,Fixes in Chemover DAG that appeared in live run - Cont.,57600,57600,robertoo,P279 - CPB projects Computational (CPB),ChemPass,7/1/24,,robertoo,Algo,
CPB-1518,67180,,DEVOPS-571,Closed,As Planned,81%,31/07/2024 00:00,additional Funda changes for GCP,115200,93660,iliab,P279 - CPB projects Computational (CPB),MicroBoost,7/1/24,,taln,Bio-Info,
CPB-1517,67146,,DEVOPS-571,Closed,As Planned,100%,31/07/2024 00:00,Lavie preprocessing - GCP,129600,129600,gala,P279 - CPB projects Computational (CPB),CPB,7/1/24,,gala,Bio-Info,
CPB-1514,67137,,CPB-1269,Closed,,80%,14/07/2024 00:00,Fixes in Chemover DAG that appeared in live run,144000,115200,itair,P279 - CPB projects Computational (CPB),ChemPass,7/1/24,,robertoo,Algo,
CPB-1513,67132,,,Closed,As Planned,,31/07/2024 00:00,OOO July,,72000,gala,P000 - Out Of Office,CPB,7/1/24,,gala,Bio-Info,
CPB-1512,67131,,,Closed,As Planned,,31/07/2024 00:00,OOO July,,57600,iliab,P000 - Out Of Office,CPB,7/1/24,,gala,Bio-Info,
CPB-1511,67130,,,Closed,As Planned,,31/07/2024 00:00,OOO July,,57600,michala,P000 - Out Of Office,CPB,7/1/24,,gala,Bio-Info,
CPB-1510,67129,,,Closed,As Planned,,31/07/2024 00:00,OOO July,,57660,markb,P000 - Out Of Office,CPB,7/1/24,,gala,Bio-Info,
CPB-1506,67121,,CPB-1360,Closed,As Planned,100%,11/07/2024 00:00,Vue3 - Chempass QA - Jul.24,28800,28800,inbarp,P271 - CPB Upkeep Computational (CPB),CPB,7/1/24,,hamutal.e,Product,
CPB-1505,67114,,CPB-1263,Closed,As Planned,100%,07/07/2024 00:00,Lior- July,57600,57600,liorr,P271 - CPB Upkeep Computational (CPB),CPB,7/1/24,,gala,Bio-Info,
CPB-1504,67113,,CPB-1263,Closed,As Planned,100%,07/07/2024 00:00,Michal- Lior- handover- July,28800,28800,michala,P271 - CPB Upkeep Computational (CPB),CPB,7/1/24,,gala,Bio-Info,
CPB-1503,67110,,CPB-1097,Closed,As Planned,,31/07/2024 00:00,OOO - Noam - Jul,,72000,noama,P000 - Out Of Office,CPB,7/1/24,,duduz,Dev,
CPB-1502,67109,,CPB-1097,Closed,As Planned,,31/07/2024 00:00,OOO - Dudu- Jul,,115200,duduz,P000 - Out Of Office,CPB,7/1/24,,duduz,Dev,
CPB-1501,67107,,CPB-1097,Closed,As Planned,,30/06/2024 00:00,OOO - Neria - Jun,,561600,nerias,P000 - Out Of Office,CPB,6/1/24,,duduz,Dev,
CPB-1500,67106,,CPB-1097,Closed,As Planned,,30/06/2024 00:00,OOO - Hodaya - Jun,,115200,hodayam,P000 - Out Of Office,CPB,6/1/24,,duduz,Dev,
CPB-1499,67105,,CPB-1097,Closed,As Planned,,30/06/2024 00:00,OOO - Dudu- Jun,,43200,duduz,P000 - Out Of Office,CPB,6/1/24,,duduz,Dev,
CPB-1498,67104,,CPB-1097,Closed,As Planned,,30/06/2024 00:00,OOO - Noam - Jun,,72000,noama,P000 - Out Of Office,CPB,6/1/24,,duduz,Dev,
CPB-1496,67100,,CPB-1497,Closed,As Planned,100%,07/07/2024 00:00,blast vs alpha fold,403200,403200,michala,P279 - CPB projects Computational (CPB),CPB,7/1/24,,gala,Bio-Info,
CPB-1495,67099,,CPB-1497,Closed,As Planned,100%,07/07/2024 00:00,Evocogs annotations,57600,57600,michala,P279 - CPB projects Computational (CPB),CPB,7/1/24,,gala,Bio-Info,
CPB-1494,67098,,CPB-1497,Closed,As Planned,,07/07/2024 00:00,Algo support,,115200,itair,P279 - CPB projects Computational (CPB),CPB,7/1/24,,gala,Algo,
CPB-1493,67097,,CPB-1168,Closed,As Planned,,31/07/2024 00:00,Vue3 - Microboost QA - Jul,,43200,inbarp,P271 - CPB Upkeep Computational (CPB),MicroBoost,7/1/24,,duduz,Product,
CPB-1492,67095,,DEVOPS-571,Closed,As Planned,93%,31/07/2024 00:00,Funda- GCP,115200,108060,iliab,P279 - CPB projects Computational (CPB),CPB,7/1/24,,gala,Bio-Info,
CPB-1491,67094,,CPB-1269,Closed,Delay - Effort,130%,30/07/2024 00:00,Perform a full DB update with several relevant vendors - July2024,144000,187200,robertoo,P279 - CPB projects Computational (CPB),ChemPass,7/1/24,,robertoo,Algo,
CPB-1490,67093,,CPB-1248,Closed,As Planned,12%,31/07/2024 00:00,Chemover - project management - July-2024,57600,7200,robertoo,P279 - CPB projects Computational (CPB),ChemPass,7/1/24,,robertoo,Algo,
CPB-1489,67092,,,Closed,As Planned,500%,30/06/2024 00:00,OOO - ALGO - July2024,115200,576000,robertoo,P000 - Out Of Office,ChemPass,7/1/24,,robertoo,Algo,
CPB-1487,67082,,CPB-1362,Closed,As Planned,50%,31/07/2024 00:00,Vue3 - Evolve - Jul,86400,43200,duduz,P271 - CPB Upkeep Computational (CPB),CPB,7/1/24,,duduz,Dev,
CPB-1486,67081,,CPB-1361,Closed,As Planned,50%,31/07/2024 00:00,Vue3 - Pickaxe - Jul,86400,43200,duduz,P271 - CPB Upkeep Computational (CPB),CPB,7/1/24,,duduz,Dev,
CPB-1485,67078,,CPB-1361,Closed,As Planned,100%,31/08/2024 00:00,Vue3 - Forester & Corbac trees,86400,86400,nerias,P271 - CPB Upkeep Computational (CPB),CPB,8/1/24,,duduz,Dev,
CPB-1484,67077,,,Closed,As Planned,,30/06/2024 00:00,upkeep,,100800,gala,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,gala,Bio-Info,
CPB-1483,67076,,CPB-1268,Closed,As Planned,0%,02/07/2024 00:00,Write final scripts that update the data on ELK -Jul,57600,,noama,P271 - CPB Upkeep Computational (CPB),CPB,7/1/24,,duduz,Dev,
CPB-1482,67060,,CPB-1263,Closed,As Planned,100%,30/07/2024 00:00,Funda,28800,28800,anatm,P271 - CPB Upkeep Computational (CPB),CPB,7/1/24,,gala,Algo,
CPB-1477,67050,,,Closed,As Planned,,31/05/2024 00:00,ILIAZ- OOO AUG,,72000,Iliaz,P000 - Out Of Office,CPB,8/1/24,,drorf,Bio-Info,
CPB-1476,67049,,,Closed,As Planned,,31/05/2024 00:00, ILIAZ- OOO Jul,,187200,Iliaz,P000 - Out Of Office,CPB,7/1/24,,drorf,Bio-Info,
CPB-1475,67048,,,Closed,As Planned,,31/05/2024 00:00,ILIAZ- OOO Jun,,115200,Iliaz,P000 - Out Of Office,CPB,6/1/24,,drorf,Bio-Info,
CPB-1474,67047,,DEVOPS-571,Closed,As Planned,100%,31/07/2024 00:00,Funda,57600,57600,iliab,P279 - CPB projects Computational (CPB),CPB,7/1/24,,gala,Bio-Info,
CPB-1472,67042,,,Closed,As Planned,63%,30/05/2024 00:00,P000 - fix May - TAL,273600,172800,taln,P000 - Out Of Office,CPB,5/1/24,,drorf,Dev,
CPB-1471,67041,,,Closed,As Planned,52%,30/05/2024 00:00,CLONE - P279 - fix May - TAL,273600,144000,taln,P279 - CPB projects Computational (CPB),CPB,5/1/24,,drorf,Dev,
CPB-1470,67040,,,Closed,As Planned,100%,30/05/2024 00:00,P271 - fix May - TAL,273600,273600,taln,P271 - CPB Upkeep Computational (CPB),CPB,5/1/24,,drorf,Architect,
CPB-1469,67039,,,Closed,As Planned,30%,30/04/2024 00:00,FIX P000- Apr 2024 - TAL,187200,57600,taln,P000 - Out Of Office,CPB,4/1/24,,drorf,Dev,
CPB-1468,67038,,,Closed,As Planned,100%,30/04/2024 00:00,FIX 275- Apr 2024 - TAL,187200,187200,taln,P275 - Experimental Upkeep (CPB),CPB,4/1/24,,drorf,Dev,
CPB-1467,67037,,CPB-1263,Closed,As Planned,42%,30/04/2024 00:00,FIX 279- Apr 2024 - TAL,679680,288000,taln,P279 - CPB projects Computational (CPB),CPB,4/1/24,,drorf,Dev,
CPB-1466,67036,,,Closed,,100%,31/03/2024 00:00, FIX - P000 - TAL - MAR,72000,72000,taln,P000 - Out Of Office,CPB,3/1/24,,drorf,Dev,
CPB-1465,67035,,,Closed,,75%,31/03/2024 00:00,FIX - P279 - TAL - MAR,288000,216000,taln,P279 - CPB projects Computational (CPB),CPB,3/1/24,,drorf,Dev,
CPB-1464,67034,,CPB-1167,Closed,,100%,31/03/2024 00:00,FIX - P271 - TAL - MAR,288000,288000,taln,P271 - CPB Upkeep Computational (CPB),CPB,3/1/24,,drorf,Dev,
CPB-1463,67033,,,Closed,,50%,29/02/2024 00:00,Fix Tal POOO feb,57600,28800,taln,P000 - Out Of Office,CPB,2/1/24,,drorf,Dev,
CPB-1462,67032,,,Closed,,100%,29/02/2024 00:00,Fix Tal 402 feb,57600,57600,taln,P402 - Casterra Generator,CPB,2/1/24,,drorf,Dev,
CPB-1461,67031,,CPB-1357,Closed,,100%,29/02/2024 00:00,CLONE - Fix Tal 279 feb,144000,144000,taln,P279 - CPB projects Computational (CPB),CPB,2/1/24,,drorf,Dev,
CPB-1460,67030,,,Closed,,100%,29/02/2024 00:00,Fix Tal 271 feb,345600,345600,taln,P271 - CPB Upkeep Computational (CPB),CPB,2/1/24,,drorf,Dev,
CPB-1459,67028,,,Closed,As Planned,,31/05/2024 00:00,ILIAZ- OOO May,,0,Iliaz,P000 - Out Of Office,CPB,5/1/24,,drorf,Bio-Info,
CPB-1458,67027,,CPB-1263,Closed,As Planned,0%,30/04/2024 00:00,ILIAZ OOO  - APR,0,0,Iliaz,P000 - Out Of Office,CPB,4/1/24,,drorf,Dev,
CPB-1457,67026,,CPB-1249,Closed,,0%,31/03/2024 00:00,P000 ILIAZ MAR,0,0,Iliaz,P000 - Out Of Office,ChemPass,3/1/24,,drorf,Bio-Info,
CPB-1456,67025,,CPB-1263,Closed,,0%,29/02/2024 00:00,Iliaz OOO - FEB,0,0,Iliaz,P000 - Out Of Office,CPB,2/1/24,,drorf,Algo,
CPB-1455,67024,,CPB-1263,Closed,,0%,31/01/2024 00:00,Iliaz OOO  - Jan,0,0,Iliaz,P000 - Out Of Office,CPB,1/1/24,,drorf,DevOps,
CPB-1454,67022,,,Closed,,100%,31/01/2024 00:00,CLONE - Fix - P279 Tal,432000,432000,taln,P279 - CPB projects Computational (CPB),CPB,1/1/24,,drorf,Dev,
CPB-1453,67021,,,Closed,,100%,31/01/2024 00:00,Fix - P271 Tal,230400,230400,taln,P271 - CPB Upkeep Computational (CPB),CPB,1/1/24,,drorf,Dev,
CPB-1452,67017,,,Closed,As Planned,100%,30/06/2024 00:00,Fix P999 - Lavie,28800,28800,hodayam,P999 - General (LavieBio),CPB,5/1/24,,drorf,Dev,
CPB-1450,67014,,CPB-1167,Closed,,50%,30/06/2024 00:00,Dev support (Noam) - Jun,57600,28800,noama,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,duduz,Dev,
CPB-1449,66999,,CHEM-936,Closed,,100%,26/02/2024 00:00,Fix - P210,17280,17280,itair,P210 - Herbicides Corteva (AgPlenus),CPB,2/1/24,,drorf,Algo,
CPB-1448,66998,,,Closed,Delay - Duration,117%,14/05/2024 00:00,P-OOO,653760,768960,duduz,P000 - Out Of Office,CPB,5/1/24,,drorf,Dev,
CPB-1447,66994,,,Closed,,100%,31/03/2024 00:00,FIX - P213,36000,36000,gala,P213 - Breeding general  (Canonic 2023),CPB,3/1/24,,drorf,Bio-Info,
CPB-1446,66993,,,Closed,,100%,29/03/2024 00:00,Fix P402,172800,172800,liorr,P402 - Casterra Generator,CPB,2/1/24,,drorf,Bio-Info,
CPB-1445,66982,,CPB-1269,Closed,As Planned,100%,18/06/2024 00:00,Fixes and Adjustments to the DAG before full DB update,86400,86400,robertoo,P279 - CPB projects Computational (CPB),ChemPass,6/1/24,,robertoo,Algo,
CPB-1444,66958,,CPB-1263,Closed,,100%,31/01/2024 00:00, DevOps OOO  - Jan,86400,86400,morank,P000 - Out Of Office,CPB,1/1/24,,morank,DevOps,
CPB-1443,66957,,CPB-1263,Closed,,100%,31/01/2024 00:00, DevOps 279  - Jan,86400,86400,morank,P279 - CPB projects Computational (CPB),CPB,1/1/24,,morank,DevOps,
CPB-1442,66956,,CPB-1263,Closed,,100%,31/01/2024 00:00,DevOps 271  - Jan,887040,887040,morank,P271 - CPB Upkeep Computational (CPB),CPB,1/1/24,,morank,DevOps,
CPB-1441,66944,,CPB-1263,Closed,As Planned,100%,30/05/2024 00:00,DEVOPS - MAY - colors,14400,14400,andreyl,P290 - Colors (Product),CPB,5/1/24,,morank,DevOps,
CPB-1440,66943,,CPB-1263,Closed,As Planned,100%,30/05/2024 00:00,DEVOPS - MAY - OOO,144000,144000,andreyl,P000 - Out Of Office,CPB,5/1/24,,morank,DevOps,
CPB-1439,66942,,CPB-1263,Closed,As Planned,100%,30/05/2024 00:00,DEVOPS - MAY - 279,86400,86400,andreyl,P279 - CPB projects Computational (CPB),CPB,5/1/24,,morank,DevOps,
CPB-1438,66940,,CPB-1263,Closed,Delay - Effort,125%,30/06/2024 00:00,Ilia- Lior- handover,57600,72000,iliab,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,gala,Bio-Info,
CPB-1437,66939,,CPB-1263,Closed,As Planned,100%,30/06/2024 00:00,Michal- Lior- handover,115200,115560,michala,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,gala,Bio-Info,
CPB-1436,66938,,CPB-1263,Closed,As Planned,130%,30/06/2024 00:00,Lior- handover,144000,187200,liorr,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,gala,Bio-Info,
CPB-1435,66930,,CPB-1263,Closed,As Planned,100%,30/04/2024 00:00,DevOps- P401- Apr 2024,43200,43200,morank,P401 - The Kitchen,CPB,4/1/24,,morank,DevOps,
CPB-1434,66929,,CPB-1263,Closed,As Planned,100%,30/04/2024 00:00,DevOps OOO- Apr 2024,86400,86400,morank,P000 - Out Of Office,CPB,4/1/24,,morank,DevOps,
CPB-1433,66928,,CPB-1263,Closed,As Planned,100%,30/04/2024 00:00, DevOps 279 - Apr 2024,43200,43200,morank,P279 - CPB projects Computational (CPB),CPB,4/1/24,,morank,DevOps,
CPB-1432,66927,,CPB-1263,Closed,As Planned,100%,30/04/2024 00:00,DevOps 271- Apr 2024,679680,679680,morank,P271 - CPB Upkeep Computational (CPB),CPB,4/1/24,,morank,Dev,
CPB-1431,66925,,,Closed,,100%,29/02/2024 00:00,OOO DevOps March 2024,172800,172800,vladz,P000 - Out Of Office,ChemPass,3/1/24,,morank,DevOps,
CPB-1430,66924,,,Closed,,100%,29/02/2024 00:00,279 DevOps March 2024,115200,115200,vladz,P279 - CPB projects Computational (CPB),ChemPass,3/1/24,,morank,DevOps,
CPB-1429,66922,,,Closed,As Planned,37%,30/06/2024 00:00,OOO - ALGO - June2024,115200,43200,robertoo,P000 - Out Of Office,ChemPass,6/1/24,,robertoo,Algo,
CPB-1425,66913,,CPB-1263,Closed,As Planned,100%,30/04/2024 00:00,OOO - DEV - APR,806400,806400,duduz,P000 - Out Of Office,CPB,4/1/24,,drorf,Dev,
CPB-1424,66912,,,Closed,As Planned,100%,30/05/2024 00:00,OOO - ALGO - MAY,115200,115200,robertoo,P000 - Out Of Office,ChemPass,5/1/24,,drorf,Algo,
CPB-1423,66911,,CPB-1263,Closed,As Planned,27%,30/04/2024 00:00, OOO - ALGO- April,316800,86400,robertoo,P000 - Out Of Office,CPB,4/1/24,,drorf,Algo,
CPB-1422,66910,,CPB-1263,Closed,As Planned,125%,06/06/2024 00:00,fix XGB in evoML,57600,72000,iliab,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,gala,Bio-Info,
CPB-1421,66909,,CPB-1263,Closed,As Planned,100%,30/04/2024 00:00,OOO - BI- April,316800,316800,gala,P000 - Out Of Office,CPB,4/1/24,,drorf,Bio-Info,
CPB-1420,66906,,CPB-1263,Closed,,100%,29/02/2024 00:00, OOO - Algo - FEB,115200,115200,robertoo,P000 - Out Of Office,CPB,2/1/24,,drorf,Algo,
CPB-1419,66905,,CPB-1263,Closed,,100%,29/02/2024 00:00,CLONE - OOO - BI - FEB,403200,403200,gala,P000 - Out Of Office,CPB,2/1/24,,drorf,Bio-Info,
CPB-1418,66904,,CPB-1263,Closed,,98%,29/02/2024 00:00,OOO - DEV - FEB,475200,468000,duduz,P000 - Out Of Office,CPB,2/1/24,,drorf,Dev,
CPB-1417,66903,,CPB-1263,Closed,,100%,31/01/2024 00:00,OOO - ALGO - JAN,806400,806400,robertoo,P000 - Out Of Office,CPB,1/1/24,,drorf,Algo,
CPB-1416,66902,,CPB-1263,Closed,,100%,31/01/2024 00:00,OOO - BI - JAN,345600,345600,gala,P000 - Out Of Office,CPB,1/1/24,,drorf,Bio-Info,
CPB-1415,66901,,CPB-1263,Closed,,111%,31/01/2024 00:00,OOO - DEV - JAN,936000,1044000,duduz,P000 - Out Of Office,CPB,1/1/24,,drorf,Dev,
CPB-1414,66899,,,Closed,,100%,31/03/2024 00:00,OOO - BI - MAR,172800,172800,gala,P000 - Out Of Office,ChemPass,3/1/24,,drorf,Bio-Info,
CPB-1413,66898,,,Closed,,100%,31/03/2024 00:00,OOO - DEV - MAR,316800,316800,duduz,P000 - Out Of Office,ChemPass,3/1/24,,drorf,Dev,
CPB-1412,66897,,,Closed,,100%,31/03/2024 00:00,OOO - ALGO - MAR,115200,115200,robertoo,P000 - Out Of Office,ChemPass,3/1/24,,drorf,Algo,
CPB-1411,66882,,CPB-1360,Closed,As Planned,0%,14/06/2024 00:00,Vue3 - Chempass QA - June.24,28800,,hamutal.e,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,hamutal.e,Product,
CPB-1410,66881,,CPB-1253,Closed,,100%,05/06/2024 00:00,Compress the PhaseDBs to reduce the amount of PhaseDBs with small number of molecules - June2024,86400,86400,itair,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,robertoo,Algo,
CPB-1409,66880,,CPB-1253,Closed,As Planned,150%,09/05/2024 00:00,Determine molecules that changed priority and update corresponding phaseDBs -June2024.,57600,86400,itair,P271 - CPB Upkeep Computational (CPB),CPB,6/1/24,,robertoo,Algo,
CPB-1408,66876,,CPB-1248,Closed,As Planned,33%,30/06/2024 00:00,Chemover - project management - June-2024,86400,28800,robertoo,P279 - CPB projects Computational (CPB),ChemPass,6/1/24,,robertoo,Algo,
CPB-1407,66867,,CPB-1168,Closed,As Planned,50%,30/06/2024 00:00,Vue3 - Microboost QA,144000,72000,inbarp,P271 - CPB Upkeep Computational (CPB),MicroBoost,6/1/24,,duduz,Product,
CPB-1406,66860,,CPB-1170,Closed,,100%,17/06/2025 00:00,Genome source,57600,57600,iliab,P279 - CPB projects Computational (CPB),CPB,6/1/24,,gala,Bio-Info,
CPB-1405,66859,,,Closed,As Planned,,30/06/2024 00:00,OOO June,,57600,gala,P000 - Out Of Office,CPB,6/1/24,,gala,Bio-Info,
CPB-1404,66858,,,Closed,As Planned,,30/06/2024 00:00,OOO June,,115200,liorr,P000 - Out Of Office,CPB,6/1/24,,gala,Bio-Info,
